assembly_set	expected_count	accession_status	browser_or_report_url	metadata_file	notes
final_dogwise_primary_metagenome_assemblies	41	accepted_ERZ29880033-ERZ29880073	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=PRJEB115259&result=analysis	../supplementary_tables/supplementary_table_8_final_dogfirst_assembly_metrics_and_ena_20260822.tsv	30 Flye long-read-only and 11 OPERA-MS hybrid assemblies; linked coassembly BioSamples ERS31153171-ERS31153211. Accession-level mapping is provided in ../accessions/primary_metagenome_assembly_accessions.tsv; the public ENA report may remain empty while the study is held.
