public_assembly_id	assembly_file_public	basalt_assembly_index	assembly_class	assembler	source_manifest	source_set	read_entry_number	read_role	public_sample_id	public_read_file	read_file_md5	ena_study	instrument_model	library_name	library_layout	library_strategy	read_platform	source_project	notes
DOGMAG_ASM026	DOGMAG_ASM026.fasta	26	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_lr_only	2	long_read	AK_BKCF_0_AF1_230911	AK_BKCF_0_AF1_230911.fastq.gz	0bc7cf8c011856abb87cd939eae0417d	PRJEB115259	PromethION	AK_BKCF_0_AF1_230911_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM027	DOGMAG_ASM027.fasta	27	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_lr_only	1	long_read	PP_K_PF2_230806	PP_K_PF2_230806.fastq.gz	6e63f5c487132784b92f8e5c6523a814	PRJEB115259	PromethION	PP_K_PF2_230806_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM027	DOGMAG_ASM027.fasta	27	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_lr_only	2	long_read	PP_K_PF2_230918	PP_K_PF2_230918.fastq.gz	53d7488473984d618b6240918cb261ec	PRJEB115259	PromethION	PP_K_PF2_230918_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM028	DOGMAG_ASM028.fasta	28	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_plus_serteperti_sixbarcode	1	long_read	SRTP_0_AF5_200226	SRTP_0_AF5_200226.fastq.gz	bbb0addb359ffd769a608ba1c7d300c4	PRJEB115259	PromethION	SRTP_0_AF5_200226_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM028	DOGMAG_ASM028.fasta	28	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_plus_serteperti_sixbarcode	2	long_read	SRTP_0_AF5_231130	SRTP_0_AF5_231130.fastq.gz	c1b74b2e7409d5e2aab0f132d0e27ca2	PRJEB115259	PromethION	SRTP_0_AF5_231130_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM028	DOGMAG_ASM028.fasta	28	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_plus_serteperti_sixbarcode	3	long_read	SRTP_LR_DOG01	SRTP_LR_DOG01_HMW_BC01.fastq.gz	cdb4d5002671cf19738852f1238efed6	PRJEB115259	MinION	SRTP_LR_DOG01_HMW_BC01_ONT_WGS	SINGLE	WGS	long_read	ENA_PRJEB115259_long_read	
DOGMAG_ASM028	DOGMAG_ASM028.fasta	28	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_plus_serteperti_sixbarcode	4	long_read	SRTP_LR_DOG01	SRTP_LR_DOG01_ZMB96_BC04.fastq.gz	3faddf73d6b18084cf3e3e4f002cf53b	PRJEB115259	MinION	SRTP_LR_DOG01_ZMB96_BC04_ONT_WGS	SINGLE	WGS	long_read	ENA_PRJEB115259_long_read	
DOGMAG_ASM029	DOGMAG_ASM029.fasta	29	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_lr_only	1	long_read	SRTP_0_AM2_230226	SRTP_0_AM2_230226.fastq.gz	ae937e5ea618b8935057af182dbff23f	PRJEB115259	PromethION	SRTP_0_AM2_230226_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM029	DOGMAG_ASM029.fasta	29	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_lr_only	2	long_read	SRTP_0_AM2_231124	SRTP_0_AM2_231124.fastq.gz	54deff711a99be8322de1ae7ead7e4ec	PRJEB115259	PromethION	SRTP_0_AM2_231124_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM030	DOGMAG_ASM030.fasta	30	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_lr_only	1	long_read	DMD_0_AF1_211103	DMD_0_AF1_211103.fastq.gz	c44772f9e69cb33f23b1de08d0c9c88f	PRJEB115259	PromethION	DMD_0_AF1_211103_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM030	DOGMAG_ASM030.fasta	30	long_read_only	Flye --meta	metadata/flye_lr_only_dog_manifest_20260513.tsv	mixed_kennel_lr_only	2	long_read	DMD_0_AF1_240722	DMD_0_AF1_240722.fastq.gz	c1573f47f25e4db05d12ea618bb5d0b4	PRJEB115259	PromethION	DMD_0_AF1_240722_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	1	long_read	DMD_B_PF1_210509	DMD_B_PF1_210509.fastq.gz	cad39fe428e56d40d0846361b001e0f5	PRJEB115259	PromethION	DMD_B_PF1_210509_ONT_WGS	SINGLE	WGS	long_read	mixed_kennel_ONT_WGS	Mixed-kennel read renamed to public sample identifier
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	2	long_read	DMD_B_PF1	DMD_B_PF1_MN_BC08.fastq.gz	0c9d5aa8d363c98db578473581ce382b	PRJEB115259	MinION	DMD_B_PF1_MN_BC08_ONT_WGS	SINGLE	WGS	long_read	ENA_PRJEB115259_long_read	
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	3	long_read	DMD_B_PF1	DMD_B_PF1_Zymo_HMW_BC04.fastq.gz	90f0869bcc4d55d36a6fd888204fe867	PRJEB115259	MinION	DMD_B_PF1_Zymo_HMW_BC04_ONT_WGS	SINGLE	WGS	long_read	ENA_PRJEB115259_long_read	
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	4	short_read_R1	DMD_B_PF1_201209	DMD_B_PF1_201209_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201209_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	5	short_read_R1	DMD_B_PF1_201216	DMD_B_PF1_201216_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201216_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	6	short_read_R1	DMD_B_PF1_201219	DMD_B_PF1_201219_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201219_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	7	short_read_R1	DMD_B_PF1_201226	DMD_B_PF1_201226_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201226_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	8	short_read_R1	DMD_B_PF1_201227	DMD_B_PF1_201227_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201227_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	9	short_read_R1	DMD_B_PF1_210509	DMD_B_PF1_210509_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_210509_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	10	short_read_R1	DMD_B_PF1_211222	DMD_B_PF1_211222_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_211222_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	11	short_read_R1	DMD_B_PF1_211227	DMD_B_PF1_211227_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_211227_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	12	short_read_R1	DMD_B_PF1_220101	DMD_B_PF1_220101_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_220101_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	13	short_read_R1	DMD_B_PF1_220117	DMD_B_PF1_220117_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_220117_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	14	short_read_R1	DMD_B_PF1_220204	DMD_B_PF1_220204_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_220204_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	15	short_read_R1	DMD_B_PF1_221126	DMD_B_PF1_221126_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_221126_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	16	short_read_R1	DMD_B_PF1_230102	DMD_B_PF1_230102_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230102_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	17	short_read_R1	DMD_B_PF1_230114	DMD_B_PF1_230114_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230114_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	18	short_read_R1	DMD_B_PF1_230126	DMD_B_PF1_230126_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230126_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	19	short_read_R1	DMD_B_PF1_230128	DMD_B_PF1_230128_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230128_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	20	short_read_R1	DMD_B_PF1_230210	DMD_B_PF1_230210_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230210_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	21	short_read_R2	DMD_B_PF1_201209	DMD_B_PF1_201209_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201209_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	22	short_read_R2	DMD_B_PF1_201216	DMD_B_PF1_201216_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201216_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	23	short_read_R2	DMD_B_PF1_201219	DMD_B_PF1_201219_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201219_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	24	short_read_R2	DMD_B_PF1_201226	DMD_B_PF1_201226_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201226_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	25	short_read_R2	DMD_B_PF1_201227	DMD_B_PF1_201227_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_201227_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	26	short_read_R2	DMD_B_PF1_210509	DMD_B_PF1_210509_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_210509_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	27	short_read_R2	DMD_B_PF1_211222	DMD_B_PF1_211222_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_211222_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	28	short_read_R2	DMD_B_PF1_211227	DMD_B_PF1_211227_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_211227_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	29	short_read_R2	DMD_B_PF1_220101	DMD_B_PF1_220101_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_220101_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	30	short_read_R2	DMD_B_PF1_220117	DMD_B_PF1_220117_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_220117_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	31	short_read_R2	DMD_B_PF1_220204	DMD_B_PF1_220204_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_220204_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	32	short_read_R2	DMD_B_PF1_221126	DMD_B_PF1_221126_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_221126_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	33	short_read_R2	DMD_B_PF1_230102	DMD_B_PF1_230102_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230102_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	34	short_read_R2	DMD_B_PF1_230114	DMD_B_PF1_230114_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230114_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	35	short_read_R2	DMD_B_PF1_230126	DMD_B_PF1_230126_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230126_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	36	short_read_R2	DMD_B_PF1_230128	DMD_B_PF1_230128_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230128_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM031	DOGMAG_ASM031.fasta	42	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	37	short_read_R2	DMD_B_PF1_230210	DMD_B_PF1_230210_trimmed_host_removed_R2.fq.gz		previously_uploaded	Illumina	DMD_B_PF1_230210_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	1	long_read	DMD_B_PM2	DMD_B_PM2_MN_BC07.fastq.gz	5963384186ffc823538cf9d01bf8bf65	PRJEB115259	MinION	DMD_B_PM2_MN_BC07_ONT_WGS	SINGLE	WGS	long_read	ENA_PRJEB115259_long_read	
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	2	long_read	DMD_B_PM2	DMD_B_PM2_Zymo_HMW_BC03.fastq.gz	2355242f861cac982d096d42f9b19d03	PRJEB115259	MinION	DMD_B_PM2_Zymo_HMW_BC03_ONT_WGS	SINGLE	WGS	long_read	ENA_PRJEB115259_long_read	
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	3	short_read_R1	DMD_B_PM2_201203	DMD_B_PM2_201203_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201203_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	4	short_read_R1	DMD_B_PM2_201209	DMD_B_PM2_201209_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201209_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	5	short_read_R1	DMD_B_PM2_201210	DMD_B_PM2_201210_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201210_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	6	short_read_R1	DMD_B_PM2_201212	DMD_B_PM2_201212_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201212_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	7	short_read_R1	DMD_B_PM2_201214	DMD_B_PM2_201214_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201214_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	8	short_read_R1	DMD_B_PM2_201219	DMD_B_PM2_201219_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201219_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	9	short_read_R1	DMD_B_PM2_201220	DMD_B_PM2_201220_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201220_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	10	short_read_R1	DMD_B_PM2_201226	DMD_B_PM2_201226_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201226_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	11	short_read_R1	DMD_B_PM2_201227	DMD_B_PM2_201227_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_201227_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
DOGMAG_ASM032	DOGMAG_ASM032.fasta	43	hybrid_long_short_read	OPERA-MS	metadata/opera_ms_dog_coassembly_manifest_from_excel.tsv	all_hybrid_from_excel	12	short_read_R1	DMD_B_PM2_210504	DMD_B_PM2_210504_trimmed_host_removed_R1.fq.gz		previously_uploaded	Illumina	DMD_B_PM2_210504_ILLUMINA_WGS	PAIRED	WGS	short_read	DMD_short_read	DMD short read used coded sample ID from FASTQ filename
