validation_library_id	validation_cohort	primary_total_reads	refseq_mapped_fraction	dogmag_mapped_fraction	dogmag_minus_refseq_mapped_pp	refseq_assigned_fraction	dogmag_assigned_fraction	dogmag_minus_refseq_assigned_pp
mixed_kennel_source_01	mixed-kennel source cohort	476350	0.8867156502571638	0.8637073580350583	-2.3008292222105595	0.8829956964416921	0.8631468458066548	-1.9848850635037263
mixed_kennel_source_02	mixed-kennel source cohort	594110	0.6990018683408796	0.839331100301291	14.032923196041137	0.6907963171803202	0.8374156301021697	14.66193129218495
mixed_kennel_source_03	mixed-kennel source cohort	316033	0.6567826777583353	0.7939139267101853	13.713124895184997	0.6500207256837103	0.7921324671790604	14.211174149535017
mixed_kennel_source_04	mixed-kennel source cohort	1119454	0.4494476771711924	0.6385282468060323	18.908056963483983	0.43838246144995685	0.6360109481943876	19.762848674443077
mixed_kennel_source_05	mixed-kennel source cohort	436723	0.5967489690261333	0.843246176638281	24.649720761214773	0.5863648124783902	0.8408716738069669	25.45068613285767
mixed_kennel_source_06	mixed-kennel source cohort	685302	0.7996459954881205	0.8050844737064827	0.5438478218362124	0.7711490700450312	0.8035917011769993	3.2442631131968094
mixed_kennel_source_07	mixed-kennel source cohort	840372	0.6639583422579525	0.858128305083939	19.41699628259866	0.6532261903061978	0.8556234619906422	20.23972716844445
mixed_kennel_source_08	mixed-kennel source cohort	385035	0.6076616411495059	0.8192839611983326	21.16223200488267	0.5937460230888101	0.8172893373329697	22.354331424415964
mixed_kennel_source_09	mixed-kennel source cohort	4383990	0.3585544218850864	0.6092557236672529	25.070130178216647	0.3478976913724712	0.6061471399341696	25.824944856169836
mixed_kennel_source_10	mixed-kennel source cohort	541682	0.6110577792874786	0.7178122957750119	10.675451648753327	0.6012328266399843	0.7155138992988506	11.428107265886627
mixed_kennel_source_11	mixed-kennel source cohort	804711	0.7494802481884801	0.8618609662350831	11.238071804660306	0.7437402993124239	0.8605959158008278	11.685561648840391
mixed_kennel_source_12	mixed-kennel source cohort	283265	0.627207738336893	0.8583905530157273	23.11828146788343	0.6183114751204702	0.8570561135332639	23.87446384127937
mixed_kennel_source_13	mixed-kennel source cohort	672026	0.3734230520842944	0.6692255954382718	29.580254335397736	0.3608193730599709	0.6649430230377992	30.412364997782824
mixed_kennel_source_14	mixed-kennel source cohort	455480	0.7008101343637482	0.8672170018442084	16.64068674804602	0.6939602177922192	0.8659260560288048	17.196583823658557
mixed_kennel_source_15	mixed-kennel source cohort	195187	0.5957773827150373	0.7875575729941031	19.178019027906572	0.5858586893594347	0.7853801738845313	19.952148452509643
mixed_kennel_source_16	mixed-kennel source cohort	257588	0.7136279640355917	0.8679790984052053	15.435113436961348	0.7082239855893908	0.8666785719831669	15.845458639377611
mixed_kennel_source_17	mixed-kennel source cohort	380822	0.7722584304478207	0.8886330096475519	11.63745791997311	0.7616786845297803	0.8869235495848454	12.524486505506509
mixed_kennel_source_18	mixed-kennel source cohort	528175	0.7128508543569839	0.8922383679651631	17.93875136081791	0.7069759076063805	0.8909528092014957	18.397690159511527
mixed_kennel_source_19	mixed-kennel source cohort	388392	0.6237564110486313	0.6164905559331809	-0.7265855115450369	0.6046236791694989	0.6124147768234155	0.7791097653916661
mixed_kennel_source_20	mixed-kennel source cohort	352396	0.7661267437768874	0.9135205847966492	14.739384101976185	0.7613537043553276	0.9123173929329504	15.09636885776229
mixed_kennel_source_21	mixed-kennel source cohort	301060	0.7512090613166811	0.8207699461901282	6.956088487344715	0.7450973227927988	0.8194712017538033	7.437387896100445
mixed_kennel_source_22	mixed-kennel source cohort	245927	0.7260487868351178	0.8868851325799932	16.08363457448755	0.7185831567904297	0.8855839334436642	16.700077665323448
mixed_kennel_source_23	mixed-kennel source cohort	1006197	0.7410745609458188	0.868908374801356	12.783381385553724	0.7348869058444818	0.867878755353077	13.299184950859523
waltham_SRR32305976_1	Waltham	292278	0.3787045210381897	0.5104284277297642	13.172390669157446	0.37202252649874434	0.5076878861905446	13.566535969180027
waltham_SRR32305977_1	Waltham	567854	0.6886576479165419	0.836693938935008	14.803629101846601	0.6769239980699264	0.8345243671788876	15.76003691089611
waltham_SRR32305978_1	Waltham	513894	0.4714104465123158	0.7356575480546572	26.42471015423414	0.4609939014660611	0.7321860150147695	27.11921135487085
waltham_SRR32305980_1	Waltham	1268314	0.48582291136106676	0.7515086957961514	26.568578443508468	0.4749281329386887	0.747092596943659	27.216446400497038
waltham_SRR32305983_1	Waltham	334312	0.6674693101055301	0.8256718275144177	15.82025174088875	0.6607629998324918	0.8227942760056475	16.203127617315563
waltham_SRR32305985_1	Waltham	736095	0.4775674335513758	0.7549962980321834	27.74288644808075	0.4622446830911771	0.7500675863849096	28.782290329373247
waltham_SRR32305987_1	Waltham	723131	0.42464090185595693	0.7593036393129322	33.46627374569753	0.4183681794861512	0.7566568159849322	33.8288636498781
waltham_SRR32305988_1	Waltham	339344	0.6102804234051582	0.7850499787825923	17.47695553774341	0.6029014805035599	0.7819027299731246	17.90012494695648
waltham_SRR32305989_1	Waltham	468146	0.5164072746536337	0.828237344759968	31.183007010633435	0.50518214403199	0.8240313919161971	31.884924788420708
waltham_SRR32306103_1	Waltham	459477	0.46834335559777746	0.6422519516754919	17.390859607771443	0.456440692352392	0.6395118798111766	18.307118745878466
waltham_SRR32306104_1	Waltham	473541	0.4599242726606566	0.7175513841462513	25.76271114855947	0.44845113728272734	0.7142992898186218	26.584815253589447
waltham_SRR32306107_1	Waltham	608559	0.7261169418248683	0.7479422701825131	2.182532835764486	0.714264352347102	0.7450912729907865	3.082692064368451
waltham_SRR32306108_1	Waltham	864798	0.3641763741359254	0.7163615086991413	35.218513456321595	0.35274711551136795	0.7117211186889887	35.89740031776207
waltham_SRR32306109_1	Waltham	77927	0.6482990491100645	0.7672437024394626	11.894465332939802	0.6292684178782707	0.760583623134472	13.131520525620132
